#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
520,Dustin Harris,TEX,L,OF,OF,19,60,53,7.2,1.6,6.6,2.0,12.1,7.5,2.7,0.3,20.4,15.3,5.8,0.6,0.4,0.4,0.7,0.231,0.310,0.387,0.697,0.290,687957
521,Hanser Alberto,FA,R,DH,2B/3B,19,59,56,6.3,0.9,6.2,0.5,14.8,10.4,3.2,0.3,21.4,8.8,1.9,0.7,0.4,0.3,0.2,0.265,0.295,0.384,0.679,0.298,11902
522,Rougned Odor,FA,L,2B,2B/OF,19,59,53,6.8,2.0,6.8,0.7,11.9,7.2,2.6,0.2,20.8,14.3,4.5,1.1,0.4,0.3,0.3,0.227,0.296,0.395,0.691,0.271,12282
523,Jason Vosler,SEA,L,DH,1B,19,59,52,6.4,2.0,6.4,0.4,11.0,6.5,2.4,0.1,19.6,16.8,5.0,0.5,0.4,0.3,0.1,0.211,0.283,0.375,0.658,0.267,613564
524,Spencer Horwitz,TOR,L,1B,1B,19,59,50,7.2,1.2,6.2,0.5,13.1,8.8,3.0,0.1,19.9,12.2,7.3,0.7,0.4,0.3,0.2,0.260,0.357,0.394,0.751,0.318,687462
525,Clint Frazier,FA,R,DH,OF,19,58,50,6.2,1.4,5.4,0.9,10.0,6.4,2.1,0.2,16.7,18.7,6.5,0.7,0.4,0.3,0.4,0.201,0.298,0.334,0.632,0.286,15983
526,Franchy Cordero,FA,L,DH,OF,19,58,51,6.9,1.8,6.6,0.7,12.0,7.4,2.6,0.2,20.4,17.8,5.8,0.5,0.4,0.3,0.2,0.236,0.314,0.401,0.715,0.320,614173
527,Franmil Reyes,FA,R,DH,DH,19,58,52,7.2,2.6,7.5,0.3,12.1,7.3,2.1,0.2,22.3,18.1,4.8,0.4,0.4,0.2,0.1,0.232,0.298,0.427,0.725,0.299,614177
528,Brandon Dixon,FA,R,DH,1B/OF,19,58,53,6.3,2.0,6.7,0.7,11.6,7.1,2.2,0.2,20.3,19.5,3.6,0.7,0.4,0.4,0.3,0.219,0.273,0.384,0.657,0.300,641525
529,Isan Diaz,FA,L,2B/3B,2B/3B,19,58,51,6.5,1.8,6.2,0.6,10.9,6.8,2.0,0.2,18.8,17.1,5.5,0.5,0.4,0.4,0.3,0.212,0.291,0.367,0.658,0.277,656371
530,Drew Ellis,FA,R,3B,3B,19,58,50,6.9,1.9,6.3,0.4,10.4,5.9,2.4,0.1,18.8,16.3,6.8,0.8,0.4,0.4,0.2,0.208,0.309,0.378,0.688,0.266,656403
531,Xavier Edwards,MIA,S,2B,2B,19,58,51,6.6,0.6,5.3,1.7,14.1,11.2,2.1,0.2,18.4,7.3,5.4,0.4,0.4,0.4,0.6,0.276,0.345,0.361,0.706,0.309,669364
532,Jacob Amaya,MIA,R,SS,SS,19,58,51,6.4,1.1,5.4,0.5,11.5,8.1,2.1,0.2,17.4,12.2,5.7,0.4,0.4,0.4,0.2,0.228,0.307,0.343,0.651,0.277,676070
533,Brett Wisely,SF,L,2B,2B/OF,19,58,51,6.1,1.1,5.3,1.3,11.4,7.7,2.5,0.2,17.5,15.3,5.2,0.5,0.4,0.4,0.5,0.224,0.297,0.343,0.639,0.295,689172
534,Jesus Aguilar,FA,R,1B,1B,19,57,51,6.6,1.9,6.5,0.1,12.0,8.0,2.1,0.1,19.9,13.7,4.6,0.4,0.4,0.2,0.1,0.233,0.298,0.387,0.686,0.279,11342
535,Taylor Motter,FA,R,DH,2B/3B,19,57,50,6.6,1.7,6.1,0.5,11.0,6.9,2.2,0.1,18.7,16.1,5.9,0.4,0.4,0.4,0.2,0.220,0.302,0.374,0.676,0.284,12399
536,Jackie Bradley Jr.,FA,L,OF,OF,19,57,52,6.0,1.2,5.5,0.7,11.2,7.4,2.5,0.2,17.7,14.7,3.7,0.7,0.4,0.4,0.3,0.217,0.274,0.341,0.615,0.277,12984
537,Edwin Rios,FA,L,DH,DH,18,57,51,6.3,2.1,6.5,0.3,10.6,6.2,2.3,0.1,19.4,19.8,4.5,0.9,0.4,0.3,0.1,0.209,0.281,0.381,0.662,0.290,621458
538,Andrew Stevenson,FA,L,OF,OF,19,57,52,6.6,1.2,6.1,2.1,13.1,9.0,2.4,0.4,20.1,14.2,3.9,0.9,0.4,0.3,0.7,0.255,0.313,0.390,0.703,0.325,664057
539,Michael Siani,STL,L,OF,OF,18,57,50,6.0,0.9,5.1,1.6,10.6,7.5,1.9,0.3,15.8,13.2,6.0,0.4,0.4,0.4,0.6,0.214,0.299,0.319,0.618,0.270,672279
540,Wil Myers,FA,R,OF,1B/OF,18,56,50,6.1,1.7,6.2,0.7,11.6,7.4,2.4,0.1,19.2,16.8,4.6,0.3,0.4,0.3,0.3,0.230,0.295,0.382,0.677,0.307,10047
541,Tommy La Stella,FA,L,DH,DH,18,56,50,6.4,1.1,5.7,0.4,12.4,8.6,2.5,0.2,18.5,9.3,4.5,0.5,0.4,0.4,0.2,0.247,0.311,0.368,0.679,0.281,12371
542,Johan Camargo,FA,S,SS,2B/SS/ 3B,19,56,50,6.5,1.3,5.8,0.2,12.0,8.2,2.3,0.2,18.6,11.7,4.9,0.5,0.4,0.4,0.1,0.241,0.310,0.373,0.682,0.286,622666
543,Kyle Lewis,FA,R,DH,DH,18,56,49,6.8,2.1,6.7,0.2,11.7,7.5,2.1,0.1,20.1,15.6,5.5,0.5,0.4,0.3,0.1,0.237,0.315,0.408,0.723,0.299,641786
544,Jared Walsh,TEX,L,1B,1B/OF,18,56,50,6.6,2.1,6.8,0.3,11.2,6.4,2.6,0.1,20.2,18.3,4.4,0.5,0.4,0.2,0.1,0.222,0.289,0.403,0.693,0.301,665120
545,Otto Lopez,SF,R,SS,SS,18,56,50,5.9,0.5,4.9,1.2,13.1,10.1,1.9,0.7,17.7,9.9,4.1,0.6,0.4,0.3,0.5,0.261,0.320,0.352,0.673,0.314,672640
546,Spencer Jones,NYY,L,OF,OF,18,56,51,6.1,1.6,6.2,1.8,11.4,7.1,2.5,0.2,18.9,17.2,3.6,0.5,0.4,0.4,0.7,0.223,0.277,0.372,0.648,0.300,682987
547,AJ Pollock,FA,R,OF,OF,18,56,51,6.6,1.9,6.8,0.5,12.8,8.1,2.7,0.1,21.4,11.9,3.5,0.4,0.4,0.3,0.2,0.249,0.299,0.416,0.715,0.288,9256
548,Chad Wallach,LAA,R,C,C,18,55,49,5.8,1.6,5.5,0.3,9.7,6.2,1.8,0.2,16.6,17.3,4.6,0.6,0.4,0.4,0.1,0.199,0.272,0.339,0.611,0.268,17161
549,Matt Beaty,FA,L,DH,1B,18,55,49,5.9,1.1,5.3,0.2,11.1,7.8,2.1,0.2,16.8,12.3,4.2,1.6,0.4,0.3,0.1,0.229,0.306,0.345,0.651,0.283,607461
550,Luis Torrens,NYY,R,C,C,18,55,49,6.2,1.7,6.2,0.3,11.1,7.1,2.1,0.1,18.4,15.1,4.1,0.5,0.4,0.3,0.1,0.224,0.285,0.373,0.658,0.284,620443
551,Austin Meadows,FA,L,OF,OF,18,55,49,7.4,2.2,7.3,0.5,12.7,7.6,2.7,0.3,22.3,10.6,5.1,0.6,0.4,0.3,0.2,0.261,0.334,0.460,0.794,0.290,640457
552,Chandler Seagle,SD,R,C,C,18,55,51,4.8,0.9,4.5,0.5,9.5,6.5,2.1,0.1,14.5,17.6,2.8,0.7,0.4,0.3,0.2,0.188,0.237,0.286,0.522,0.265,676882
553,Dane Myers,MIA,R,OF,OF,18,54,49,6.2,1.4,5.9,1.0,12.5,8.9,2.0,0.2,19.1,13.5,3.4,0.7,0.4,0.3,0.4,0.257,0.311,0.392,0.703,0.326,667472
554,Darin Ruf,FA,R,DH,DH,18,54,47,6.4,1.7,5.8,0.3,10.3,6.5,2.0,0.1,17.6,15.9,6.1,0.7,0.4,0.2,0.1,0.220,0.315,0.377,0.692,0.292,9929
555,Brett Phillips,CHW,L,DH,OF,18,53,46,5.4,1.6,5.0,1.3,8.2,4.8,1.5,0.2,15.0,21.0,5.2,0.5,0.4,0.3,0.4,0.178,0.265,0.326,0.590,0.275,14735
556,Jonathan Davis,MIA,R,OF,OF,18,53,46,5.9,1.0,5.0,1.5,10.4,7.2,1.8,0.4,15.9,13.8,5.1,0.8,0.4,0.4,0.5,0.225,0.307,0.347,0.654,0.296,641505
557,Brian O’Keefe,MIN,R,C,C,18,53,48,5.8,1.5,5.5,0.4,9.7,5.9,2.2,0.1,16.7,15.8,4.2,0.4,0.4,0.3,0.2,0.203,0.270,0.350,0.620,0.265,657247
558,Cooper Hummel,SF,S,OF,C/OF,18,53,45,5.7,1.0,4.7,1.5,9.4,6.1,1.9,0.4,15.1,15.9,6.4,0.6,0.4,0.3,0.6,0.208,0.311,0.334,0.645,0.292,669450
559,Seby Zavala,SEA,R,C,C,17,51,46,5.3,1.4,5.0,0.3,8.7,5.0,2.2,0.1,15.2,18.8,4.3,0.5,0.4,0.4,0.1,0.190,0.263,0.332,0.595,0.281,664874
560,Curt Casali,MIA,R,C,C,17,50,43,5.4,1.0,4.5,0.4,9.0,6.3,1.6,0.1,13.9,14.1,5.0,0.7,0.4,0.4,0.1,0.208,0.296,0.321,0.616,0.281,12510
561,Brady House,WSH,R,3B,3B,17,50,46,5.4,1.3,5.3,0.5,11.2,7.4,2.3,0.2,17.8,13.6,2.5,0.6,0.4,0.3,0.2,0.244,0.287,0.385,0.671,0.314,691781
562,Nathan Lukes,TOR,L,OF,OF,15,48,43,5.5,0.8,4.8,0.6,11.2,7.7,2.5,0.2,16.4,9.1,3.8,0.5,0.3,0.3,0.2,0.260,0.323,0.381,0.704,0.311,18123
563,Oscar Gonzalez,NYY,R,OF,OF,15,48,45,5.5,1.6,6.1,0.2,11.6,7.6,2.1,0.3,19.0,11.1,1.9,0.4,0.4,0.2,0.1,0.258,0.291,0.424,0.715,0.307,660757
564,Matt Mervis,CHC,L,1B,1B,15,48,42,5.7,1.9,6.0,0.2,10.4,6.5,1.9,0.1,18.2,12.2,4.5,0.6,0.4,0.3,0.1,0.246,0.323,0.431,0.755,0.299,670223
565,Jahmai Jones,NYY,R,2B,2B,15,47,40,5.2,1.0,4.5,0.8,8.7,5.7,1.8,0.2,13.7,12.9,5.2,0.6,0.4,0.3,0.3,0.217,0.310,0.343,0.653,0.290,663330
566,Luken Baker,STL,R,1B,1B,15,47,41,5.9,2.1,6.1,0.1,9.8,5.7,1.9,0.1,18.0,12.2,4.5,0.4,0.3,0.2,0.0,0.237,0.313,0.436,0.749,0.283,663609
567,Kyle Garlick,ARI,R,OF,OF,16,47,43,5.4,1.6,5.4,0.2,9.5,5.8,1.9,0.1,16.5,15.5,3.6,0.6,0.3,0.2,0.1,0.222,0.290,0.387,0.677,0.306,664247
568,Andy Pages,LAD,R,OF,OF,15,47,41,6.2,1.9,6.1,0.6,9.3,4.9,2.4,0.1,17.6,13.1,4.6,0.7,0.4,0.3,0.3,0.226,0.310,0.428,0.737,0.279,681624
569,Andre Lipcius,FA,R,3B,3B,15,47,41,5.2,1.0,4.7,0.3,9.9,6.8,2.0,0.1,15.1,9.8,4.9,0.3,0.3,0.3,0.1,0.241,0.323,0.367,0.690,0.291,686531
570,Pavin Smith,ARI,L,OF,1B/OF,15,46,40,5.4,1.3,5.0,0.3,9.9,6.9,1.6,0.2,15.7,10.0,4.9,0.3,0.3,0.2,0.1,0.245,0.328,0.388,0.716,0.294,656976
571,Tyler Nevin,BAL,R,3B,1B/3B/ OF,15,46,41,5.3,1.3,5.2,0.2,9.8,6.7,1.7,0.2,15.8,10.1,4.2,0.6,0.3,0.2,0.1,0.243,0.319,0.391,0.710,0.289,663527
572,Moises Gomez,STL,R,OF,OF,15,46,41,5.4,1.9,5.6,0.3,9.1,5.3,1.8,0.1,16.8,15.0,3.0,0.4,0.3,0.3,0.1,0.220,0.275,0.405,0.680,0.289,664332
573,Kyle Stowers,BAL,L,OF,OF,15,46,40,5.8,1.8,5.7,0.3,9.2,5.3,2.0,0.2,17.0,13.8,4.4,0.6,0.3,0.3,0.1,0.229,0.310,0.422,0.731,0.296,669065
574,George Valera,CLE,L,OF,OF,15,46,40,5.4,1.5,5.0,0.3,8.7,5.1,1.9,0.1,15.4,13.1,5.4,0.5,0.4,0.3,0.1,0.219,0.316,0.388,0.704,0.282,671655
575,Leo Jimenez,TOR,R,SS,SS,15,46,41,5.0,0.7,4.3,0.5,9.4,6.4,2.2,0.1,14.1,9.3,3.7,1.0,0.3,0.3,0.2,0.232,0.306,0.345,0.651,0.280,677870
576,Jordan Groshans,NYY,R,3B,3B,15,46,40,5.1,0.7,4.3,0.1,9.5,7.1,1.7,0.1,13.4,9.0,4.7,0.3,0.4,0.3,0.1,0.239,0.318,0.337,0.655,0.289,677954
577,Jorge Barrosa,ARI,S,OF,OF,15,46,41,5.0,0.8,4.3,1.1,9.3,6.5,1.6,0.4,14.1,9.9,4.5,0.4,0.3,0.3,0.5,0.228,0.306,0.344,0.650,0.280,678489
578,Osleivis Basabe,TB,R,SS,SS,15,46,42,5.0,0.5,4.5,0.8,11.0,7.6,2.6,0.3,15.7,8.2,2.9,0.4,0.3,0.3,0.3,0.261,0.311,0.372,0.683,0.312,678545
579,Eddys Leonard,DET,R,SS,SS,15,46,41,5.0,1.1,4.7,0.3,9.9,6.8,2.0,0.1,15.4,10.5,2.9,0.7,0.3,0.3,0.1,0.240,0.297,0.371,0.668,0.293,678760
580,Jonathan Ornelas,TEX,R,SS,SS,15,46,41,4.6,0.7,4.1,0.7,9.1,6.6,1.6,0.2,13.1,12.0,3.5,0.5,0.3,0.3,0.3,0.222,0.288,0.320,0.608,0.294,680716
581,David Villar,SF,R,2B,2B/3B,15,46,40,5.2,1.7,5.1,0.4,8.6,5.3,1.4,0.1,15.3,14.2,4.4,0.8,0.3,0.2,0.2,0.214,0.301,0.385,0.686,0.280,681584
582,Vinny Capra,MIL,R,SS,SS,15,46,40,5.0,0.8,4.4,0.5,9.8,6.9,1.9,0.2,14.5,10.0,4.9,0.5,0.3,0.3,0.2,0.243,0.329,0.360,0.689,0.301,681962
583,David Hensley,HOU,R,DH,2B,15,46,40,5.1,0.7,4.2,0.9,8.6,5.8,1.9,0.2,13.1,14.1,5.2,0.3,0.3,0.3,0.3,0.217,0.308,0.330,0.638,0.312,682073
584,Kenedy Corona,HOU,R,OF,OF,15,46,42,5.2,1.3,5.1,1.3,9.2,5.8,1.9,0.2,15.3,12.9,3.3,0.4,0.3,0.3,0.5,0.221,0.280,0.367,0.647,0.284,685744
585,Emmanuel Rodriguez,MIN,L,OF,OF,15,46,39,4.9,1.1,4.1,0.7,7.2,4.6,1.2,0.2,12.2,15.9,6.0,0.5,0.3,0.3,0.3,0.184,0.296,0.312,0.608,0.271,691181
586,Adael Amador,COL,S,SS,SS,15,46,40,5.5,1.0,4.9,1.0,10.5,7.5,1.8,0.2,15.9,7.2,4.1,0.5,0.3,0.3,0.4,0.262,0.332,0.394,0.726,0.294,691182
587,Yanquiel Fernandez,COL,L,OF,OF,15,46,42,5.4,1.6,5.6,0.2,10.6,7.0,1.9,0.2,17.5,11.5,2.3,0.4,0.3,0.3,0.1,0.251,0.292,0.415,0.707,0.307,692585
588,Ben Rice,NYY,L,C,C,15,46,40,5.8,1.8,5.8,0.6,9.5,5.7,2.0,0.1,17.0,10.7,4.0,0.6,0.3,0.3,0.2,0.237,0.311,0.422,0.733,0.277,700250
589,Rob Brantly,TB,L,C,C,16,45,40,5.0,0.7,4.2,0.2,9.5,6.6,2.0,0.1,13.8,8.9,3.0,1.2,0.3,0.3,0.1,0.235,0.304,0.343,0.647,0.285,10655
590,Matt Duffy,TEX,R,3B,1B/2B/ 3B,15,45,40,4.9,0.7,4.5,0.3,10.2,7.7,1.8,0.1,14.4,9.4,3.0,0.6,0.3,0.2,0.1,0.254,0.312,0.357,0.670,0.311,13836
591,Dominic Smith,CHC,L,1B,1B,15,45,40,5.2,1.1,5.0,0.2,10.5,7.4,1.9,0.1,16.1,8.5,3.6,0.7,0.3,0.2,0.1,0.261,0.329,0.399,0.728,0.304,15653
592,Mike Ford,CIN,L,DH,1B,15,45,39,5.8,2.2,6.0,0.1,8.8,4.8,1.8,0.1,17.2,12.2,4.8,0.6,0.3,0.3,0.1,0.225,0.315,0.439,0.754,0.264,645801
593,Michael Chavis,SEA,R,2B,2B,15,45,41,4.9,1.5,5.1,0.3,9.2,5.6,2.0,0.1,16.1,13.9,2.2,0.5,0.3,0.2,0.1,0.223,0.268,0.389,0.657,0.292,656308
594,Diego Castillo,BAL,R,2B/SS/ OF,2B/SS/ OF,15,45,40,4.8,0.8,4.3,0.7,9.1,6.4,1.8,0.1,13.6,9.6,4.3,0.4,0.3,0.2,0.3,0.231,0.307,0.342,0.649,0.281,660636
595,Luke Williams,ATL,R,3B/OF,2B/3B/ OF,15,45,40,5.1,0.8,4.6,1.9,8.9,6.2,1.7,0.3,13.7,12.3,3.7,0.3,0.3,0.3,0.7,0.222,0.289,0.339,0.628,0.294,663897
596,P.J. Higgins,CIN,R,C/1B,C/1B,15,45,40,5.1,1.0,4.8,0.2,9.5,5.8,2.5,0.1,15.4,12.0,3.9,0.5,0.3,0.3,0.1,0.235,0.306,0.380,0.686,0.306,664731
597,Kody Clemens,PHI,L,1B,1B,15,45,41,5.6,1.9,5.7,0.4,9.2,5.4,1.6,0.3,17.0,11.8,3.7,0.3,0.3,0.3,0.2,0.226,0.292,0.418,0.710,0.268,665019
598,Jair Camargo,MIN,R,C,C,15,45,42,4.8,1.5,5.0,0.3,8.9,5.5,1.7,0.1,15.4,15.1,2.6,0.4,0.3,0.3,0.1,0.213,0.263,0.370,0.633,0.291,665856
599,David Hamilton,BOS,L,SS,SS,15,45,40,5.1,0.9,4.5,3.0,9.1,6.1,1.8,0.3,14.1,11.3,4.5,0.3,0.4,0.3,0.9,0.228,0.307,0.354,0.661,0.292,666152
600,Austin Shenton,TB,L,DH,3B,15,45,39,5.4,1.4,5.0,0.1,8.8,5.0,2.4,0.1,15.5,14.3,4.9,0.4,0.3,0.3,0.0,0.227,0.317,0.396,0.713,0.315,668853
601,Austin Martin,MIN,R,DH,SS,15,45,39,4.9,0.5,3.9,1.3,8.9,6.2,1.9,0.1,12.7,8.9,4.7,1.1,0.3,0.3,0.5,0.229,0.325,0.327,0.653,0.280,668885
602,Miles Mastrobuoni,CHC,L,3B,2B/3B/ OF,15,45,39,5.2,0.6,4.2,1.4,10.2,7.5,1.8,0.3,14.4,9.9,4.7,0.2,0.3,0.3,0.5,0.258,0.336,0.364,0.701,0.327,670156
603,Livan Soto,LAA,L,SS,SS,15,45,40,4.7,0.6,3.9,0.4,8.6,6.2,1.7,0.2,12.6,11.5,4.0,0.4,0.3,0.3,0.2,0.217,0.290,0.315,0.605,0.286,670869
604,Yunior Severino,MIN,S,2B,2B,15,45,41,5.4,1.8,5.5,0.3,9.3,5.5,1.9,0.2,16.7,14.9,3.4,0.5,0.3,0.3,0.1,0.229,0.293,0.412,0.705,0.309,670870
605,Johnathan Rodriguez,CLE,R,OF,OF,15,45,41,5.3,1.7,5.4,0.2,9.8,5.8,2.1,0.2,17.2,13.8,3.3,0.4,0.3,0.3,0.1,0.239,0.298,0.420,0.718,0.315,671286
606,Damiano Palmegiani,TOR,R,3B,3B,15,45,40,5.3,1.5,5.0,0.3,8.5,4.8,2.2,0.1,15.2,13.0,4.1,0.6,0.3,0.3,0.1,0.214,0.293,0.384,0.677,0.275,671913
607,Tirso Ornelas,SD,L,OF,OF,15,45,40,4.9,0.9,4.5,0.5,9.4,5.9,2.5,0.1,14.8,10.1,3.7,0.3,0.3,0.3,0.2,0.233,0.299,0.367,0.667,0.288,672359
608,Wenceel Perez,DET,S,SS,SS,15,45,40,4.9,0.7,4.3,1.0,9.6,6.9,1.5,0.5,14.3,8.4,3.9,0.4,0.3,0.3,0.4,0.242,0.312,0.359,0.671,0.287,672761
609,Blake Hunt,SEA,R,C,C,15,45,40,4.6,1.0,4.4,0.3,8.5,5.0,2.4,0.1,14.2,11.7,2.9,0.6,0.3,0.3,0.1,0.210,0.268,0.350,0.618,0.265,675448
610,Ernie Clement,TOR,R,DH,SS,15,45,41,5.1,0.8,4.8,0.6,10.8,7.5,2.3,0.2,15.8,5.1,2.8,0.4,0.3,0.3,0.2,0.262,0.311,0.385,0.695,0.280,676391
611,Luis Vazquez,CHC,R,SS,SS,15,45,41,4.7,1.0,4.4,0.6,9.2,6.5,1.7,0.1,14.0,10.7,3.2,0.6,0.3,0.3,0.3,0.227,0.290,0.346,0.635,0.282,676679
612,Jimmy Herron,COL,R,OF,OF,15,45,39,5.3,1.2,5.0,1.5,9.6,6.4,1.7,0.3,15.6,10.4,4.0,0.5,0.3,0.3,0.5,0.244,0.316,0.395,0.711,0.299,676939
613,Tyler Cropley,KC,R,C,C,15,45,40,4.3,0.8,4.0,0.3,8.2,5.7,1.5,0.2,12.4,11.5,3.1,0.6,0.3,0.3,0.1,0.203,0.268,0.310,0.578,0.262,680418
614,Brennen Davis,CHC,R,OF,OF,15,45,40,4.9,1.2,4.4,0.6,8.5,5.6,1.7,0.1,13.8,12.3,3.8,0.9,0.3,0.3,0.3,0.215,0.295,0.349,0.644,0.278,680695
615,Addison Barger,TOR,L,SS,SS,15,45,40,5.4,1.3,5.1,0.4,9.6,6.0,2.2,0.1,15.9,11.2,4.0,0.4,0.3,0.3,0.2,0.241,0.312,0.398,0.711,0.300,680718
616,Jonah Bride,MIA,R,3B,3B,15,45,38,5.0,0.9,4.3,0.4,9.0,6.2,1.7,0.1,13.6,9.4,5.2,0.8,0.3,0.3,0.2,0.235,0.333,0.357,0.690,0.286,681146
617,Logan Porter,KC,R,C,C,15,45,38,5.0,1.0,4.3,0.2,8.5,5.9,1.6,0.1,13.1,12.2,5.0,0.6,0.3,0.3,0.1,0.222,0.316,0.343,0.659,0.296,682515
618,Kevin Alcantara,CHC,R,OF,OF,15,45,41,4.6,1.1,4.4,0.6,9.1,6.4,1.5,0.1,14.0,12.4,2.7,0.4,0.3,0.3,0.2,0.219,0.269,0.339,0.608,0.283,682634
619,Warming Bernabel,COL,R,3B,3B,15,45,41,4.9,1.1,4.9,0.5,10.3,7.2,2.0,0.2,15.9,9.2,2.1,0.4,0.3,0.3,0.2,0.250,0.288,0.382,0.671,0.294,682653
620,Jonatan Clase,SEA,S,OF,OF,15,45,40,4.8,1.1,4.4,2.7,8.2,4.8,2.1,0.2,14.1,14.6,4.2,0.4,0.3,0.3,0.9,0.205,0.284,0.351,0.635,0.287,682729
621,Michael Stefanic,LAA,R,2B,2B/3B,15,45,39,5.3,0.6,4.3,0.6,10.5,8.0,1.8,0.2,14.3,6.0,4.7,0.7,0.3,0.3,0.3,0.271,0.355,0.369,0.724,0.306,683021
622,Wade Meckler,SF,L,OF,OF,15,45,39,4.9,0.6,4.1,0.7,10.1,7.3,1.9,0.2,14.4,10.7,4.3,0.4,0.3,0.3,0.3,0.256,0.331,0.365,0.696,0.333,685133
623,Oliver Dunn,MIL,L,2B,2B,15,45,39,5.0,1.1,4.4,0.7,8.3,5.1,1.9,0.2,13.9,14.7,5.1,0.4,0.3,0.3,0.3,0.212,0.305,0.356,0.662,0.303,686554
624,Dillon Dingler,DET,R,C,C,15,45,40,4.6,1.1,4.3,0.3,8.3,5.5,1.6,0.1,13.6,13.6,3.4,0.7,0.3,0.3,0.1,0.210,0.281,0.342,0.623,0.285,693307
625,Sal Stewart,CIN,R,3B,3B,15,45,40,4.8,1.0,4.3,0.5,8.6,5.7,1.8,0.1,13.4,10.1,4.3,0.4,0.3,0.3,0.2,0.215,0.294,0.336,0.629,0.260,701398
626,Ignacio Alvarez,ATL,R,SS,SS,15,45,40,4.7,0.5,3.9,0.6,8.6,6.6,1.5,0.1,11.7,10.0,4.1,0.6,0.3,0.3,0.2,0.217,0.295,0.294,0.590,0.275,805373
627,Ben Gamel,NYM,L,OF,OF,15,44,38,5.3,1.1,4.7,0.5,9.0,5.7,2.2,0.1,14.7,11.7,4.9,0.4,0.3,0.2,0.2,0.234,0.326,0.382,0.708,0.306,12160
628,Brad Miller,SD,L,DH,DH,15,44,39,4.9,1.3,4.7,0.4,8.3,5.0,1.8,0.1,14.3,12.5,4.3,0.3,0.3,0.3,0.2,0.214,0.294,0.369,0.663,0.276,12775
629,Cam Gallagher,PHI,R,C,C,16,44,41,4.5,0.7,4.0,0.4,8.4,5.6,1.9,0.1,12.7,12.1,2.9,0.3,0.3,0.3,0.2,0.206,0.261,0.314,0.574,0.271,12981
630,Yu Chang,TB,R,SS,SS,15,44,40,4.9,1.4,4.9,0.6,8.8,5.5,1.9,0.1,15.1,12.6,2.7,0.5,0.3,0.3,0.2,0.220,0.274,0.376,0.650,0.281,14773
631,Greg Allen,NYY,S,OF,OF,15,44,38,5.2,0.8,4.3,2.2,8.3,5.6,1.7,0.2,12.9,11.9,3.7,1.4,0.3,0.2,0.6,0.218,0.305,0.340,0.645,0.291,16623
632,Michael Perez,BAL,L,C,C,15,44,39,4.9,1.4,4.8,0.2,8.0,4.9,1.6,0.1,14.0,11.9,3.8,0.4,0.3,0.3,0.1,0.205,0.278,0.359,0.637,0.252,605421
633,Weston Wilson,PHI,R,OF,OF,15,44,39,5.4,1.6,5.1,1.1,8.5,5.2,1.6,0.1,15.1,13.3,4.4,0.3,0.3,0.3,0.4,0.217,0.299,0.387,0.686,0.281,642215
634,Austin Wynns,CIN,R,C,C,15,44,39,5.1,1.0,4.5,0.4,9.1,6.0,2.1,0.1,14.2,11.0,3.7,0.5,0.3,0.3,0.1,0.230,0.300,0.361,0.661,0.292,642851
635,Ali Sanchez,PIT,R,C,C,15,44,40,4.7,0.8,4.2,0.3,9.4,6.8,1.7,0.1,13.8,10.0,3.5,0.3,0.3,0.3,0.1,0.238,0.300,0.346,0.647,0.295,645305
636,Jose Herrera,ARI,S,C,C,15,44,39,4.7,0.6,3.8,0.4,8.7,6.5,1.4,0.2,12.3,10.7,4.4,0.4,0.3,0.3,0.1,0.223,0.304,0.316,0.619,0.289,645444
637,Jonathan Arauz,LAD,S,DH,2B/3B,15,44,39,5.2,1.2,4.9,0.2,8.6,5.5,1.8,0.2,14.4,10.0,4.0,0.3,0.3,0.3,0.1,0.222,0.294,0.368,0.662,0.264,660620
638,Blake Perkins,MIL,S,OF,OF,15,44,38,5.0,1.0,4.3,0.9,8.4,5.4,1.8,0.2,13.7,12.0,5.0,0.4,0.3,0.3,0.3,0.219,0.312,0.357,0.669,0.287,663368
639,Ryan McKenna,BAL,R,OF,OF,15,44,39,4.8,1.1,4.4,0.8,8.6,5.7,1.7,0.1,13.7,14.0,3.7,0.5,0.3,0.2,0.3,0.219,0.290,0.351,0.641,0.308,663630
640,Cesar Salazar,HOU,L,C,C,15,44,39,5.0,0.9,4.3,0.5,8.0,5.6,1.4,0.1,12.5,10.4,3.2,1.0,0.3,0.3,0.2,0.205,0.278,0.319,0.597,0.252,663967
641,Donny Sands,DET,R,C,C,15,44,39,4.7,0.8,4.0,0.2,8.6,6.0,1.6,0.1,12.8,9.6,4.2,0.3,0.3,0.3,0.1,0.222,0.301,0.333,0.633,0.273,664848
642,Nick Maton,BAL,L,3B,2B/3B,15,44,38,5.2,1.1,4.6,0.4,8.4,5.1,2.1,0.1,14.1,11.2,5.1,0.5,0.3,0.2,0.2,0.223,0.320,0.374,0.694,0.284,665155
643,Simon Muzziotti,PHI,L,OF,OF,15,44,40,5.0,0.7,4.4,1.1,10.1,7.4,1.7,0.3,14.5,8.2,3.4,0.4,0.3,0.3,0.5,0.253,0.314,0.365,0.678,0.300,665922
